0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
168.43856971056476, 149.68938340819153, 135.910190395087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
246.66901744239664, 237.8187574543196, 236.40496092150718, 227.05157065205123, 220.41847268871277, 210.49153056378574, 197.2920632738049, 197.0413763259951, 192.69651382094744, 189.30902791984244, 186.71232699731627, 183.2715918010427, 181.3025374365104, 177.54756107119272, 175.0083656367266, 174.29533633682396, 174.2898829515243, 172.56484515057272, 170.04710105145955, 168.43856971056476, 168.1808699502502, 104.15601638497704, 87.2597151036837, 0, 0, 0, 0, 0, 0, 0
255.24996532072726, 248.62015823520076, 246.66901744239664, 238.79408430650355, 236.35880396875845, 235.9203468219028, 231.53344934616206, 230.28029908133695, 227.8817632692697, 223.05745259135236, 221.70614881542252, 219.9412850945354, 219.87480425564982, 217.26917231331862, 213.55067463169962, 212.9085461852406, 206.66147049497857, 204.84960928441853, 196.15257877279288, 192.50308384625862, 191.91343687862167, 189.0696525888778, 187.12731283347813, 185.2549599426896, 182.81346249913025, 174.87957598761932, 169.52799825456896, 169.27146199495482, 167.0648670199889, 123.16084693780886
255.33775199213488, 255.24996532072726, 251.33935379807428, 245.22425377171626, 243.33568097510596, 240.5658538839423, 239.36683638289634, 229.78821528709753, 228.36269866975817, 227.08910190932363, 225.6738482828192, 223.26681288198483, 220.31084761188328, 214.14669842205208, 213.49531797048374, 210.0275372188019, 209.96453670253607, 199.75392817744466, 196.09400034904857, 194.4700023647099, 192.04217000993162, 191.51757740896284, 191.37046129959168, 189.24879129151742, 179.21898065323143, 179.01959425559238, 176.0159974068668, 175.8097397946899, 165.6347129111305, 118.4376056911088
255.33775199213488, 251.27874402744882, 246.88924033564734, 242.4579553988232, 237.54049441608223, 232.03825178865432, 228.759257713622, 227.57230723448956, 226.43075686342445, 213.75214242586114, 211.78426899658828, 210.6772044775326, 207.9908642494704, 206.75186119843596, 204.74589951920262, 203.89496268244625, 203.58524156591588, 202.71895323899423, 202.5300411463502, 202.5113864526762, 202.11236597792555, 200.52984789294476, 195.62187068331178, 194.98542457397264, 190.7277016134966, 185.63531275118666, 181.55696953531685, 179.21037397251447, 174.1295640075152, 170.1473007502844
255.33775199213488, 253.15455156459177, 235.45126346187726, 233.8358341209514, 227.9900078320552, 227.56484788248298, 224.70064638348333, 223.70985002915103, 216.53774135111712, 212.27235041521328, 209.80266587893453, 206.06271269931847, 204.9390460048333, 203.5034300983018, 201.2090978482666, 196.45937046237736, 196.24090669918343, 194.49367262560153, 190.66407273809745, 190.63501413876293, 188.2710657073286, 187.5858299549152, 182.56312515340534, 181.2265253129415, 179.12654349512206, 177.8552460736389, 175.75172115013532, 171.06177585781506, 169.1395241347028, 168.53337114721612
261.386650361375, 255.33775199213488, 249.01051425521666, 247.47538595409966, 247.0377222074399, 245.9231704396326, 245.90029366823467, 240.00057869996712, 239.0609623976559, 237.1922485977541, 230.731752471796, 230.31912531438124, 229.48187067820612, 228.38009065215323, 225.6418139386188, 222.76253202666277, 221.5787583179387, 219.38053415162767, 208.8210302695111, 205.14882459328047, 202.99086487023445, 202.68856601336563, 202.37800086273776, 195.39480231463563, 192.69924372939306, 191.1988029179673, 190.2182497925223, 180.0116014530362, 179.42148797448561, 167.6426949422521
261.386650361375, 255.65342130588732, 250.66846139540817, 247.1115544958395, 244.9956263126404, 244.5698297500469, 244.30186584833356, 243.57994357483682, 243.2076572264749, 240.99999843051745, 240.00404553568154, 239.7600686588327, 234.54137178343632, 232.75309491135815, 221.01238656783136, 220.14418924400832, 219.31063373301703, 214.31543405086254, 211.227837960917, 206.22622383956232, 205.03750099259724, 204.92088536571725, 202.99470907681092, 201.06012215661144, 200.72680398439599, 194.53167930309678, 193.7975954331269, 191.8510091555518, 188.02872117166726, 187.40846387006758
272.6940483683553, 267.2774486185351, 265.83582936125754, 261.6306985847399, 261.386650361375, 260.2286832341573, 258.1399321739515, 252.70089471024826, 248.1190423591028, 247.11184394330178, 244.94418691599984, 243.83974270608851, 242.66879820645357, 237.55809019653722, 237.38339247148082, 237.16440301812497, 232.52298397849208, 231.2315602952191, 226.3131110360065, 224.1117375942826, 218.20071182348335, 217.65155465297312, 204.51452297906292, 204.4493833575975, 204.29560789308368, 202.16581271464014, 192.42105947583218, 190.81612386919932, 188.46741834528996, 185.92758340816908
